transaction_id,agency,transaction_type,vendor_or_employee,amount,transaction_date,status,error_flag,anomaly
136770,Defense,Benefits,"Reynolds, Brooks and Brown",491.92,2024-04-04,Rejected,False,-1
136942,Transportation,Procurement,Williams-Lee,1636.43,2024-04-17,Approved,False,-1
136974,Transportation,Inspection,Weaver-Allen,369.46,2024-09-05,Pending,False,-1
136989,Defense,Payroll,"Pierce, Bowman and Alvarez",1360.36,2024-07-27,Pending,False,-1
137037,Transportation,Payroll,Gray Inc,967.47,2025-04-30,Rejected,False,-1
137083,Transportation,Procurement,Lee Ltd,497946.81,2026-01-24,Pending,False,-1
137174,Transportation,Procurement,"Faulkner, Butler and Castillo",3145.32,2025-06-10,Rejected,False,-1
137192,Education,Benefits,Pope-Smith,499912.13,2024-10-22,Approved,False,-1
137235,Transportation,Benefits,"Long, Lewis and Blackburn",656.27,2026-01-02,Approved,False,-1
137413,Education,Inspection,"Brown, Armstrong and Robertson",2744.45,2025-02-18,Rejected,False,-1
137426,Education,Benefits,"Nguyen, Winters and Lane",499615.5,2024-11-17,Pending,False,-1
137441,Health,Payroll,"Frye, Knight and Frey",427.31,2024-10-04,Rejected,False,-1
137549,Education,Payroll,"Richardson, Hoffman and Stanley",499205.75,2024-08-10,Rejected,False,-1
137568,Transportation,Inspection,Sanchez-Macdonald,498689.76,2025-01-27,Pending,False,-1
137769,Health,Inspection,Murphy-Swanson,1366.89,2025-06-15,Rejected,False,-1
137771,Education,Benefits,Miller-Tucker,499695.54,2025-08-29,Approved,False,-1
137815,Education,Procurement,"Mccarthy, Vasquez and Fowler",813.22,2025-02-04,Rejected,False,-1
137983,Education,Inspection,Harrison-Sullivan,498371.76,2025-11-11,Approved,False,-1
138026,Transportation,Benefits,Phillips-Hernandez,1692.67,2026-01-06,Pending,False,-1
138042,Transportation,Procurement,Young LLC,1101.39,2024-05-12,Approved,False,-1
138076,Health,Payroll,Smith Inc,2686.35,2025-08-20,Rejected,False,-1
138126,Defense,Inspection,"Mitchell, Wells and Cunningham",2010.58,2025-06-07,Approved,False,-1
138259,Defense,Benefits,Wilson-Washington,499176.38,2024-10-16,Pending,False,-1
138322,Transportation,Procurement,"Ramirez, Bell and Scott",1674.77,2024-12-24,Rejected,False,-1
138423,Education,Benefits,Smith Ltd,498580.83,2025-12-27,Rejected,False,-1
138701,Education,Payroll,"Campos, Stevens and Hancock",499844.74,2024-08-08,Rejected,False,-1
138751,Education,Procurement,Noble Ltd,499383.21,2025-10-05,Pending,False,-1
138844,Transportation,Procurement,Stephenson Ltd,1445.44,2025-09-14,Rejected,False,-1
138945,Defense,Payroll,Wilson-Mayer,498164.98,2025-11-21,Rejected,False,-1
139057,Defense,Procurement,"Roberts, Fernandez and Houston",499537.51,2024-11-09,Rejected,False,-1
139447,Defense,Benefits,Olson Inc,498041.12,2025-01-23,Approved,False,-1
139449,Transportation,Benefits,Case-Ashley,1557.51,2025-09-30,Pending,False,-1
139517,Defense,Benefits,Mitchell Group,499344.57,2025-01-08,Approved,False,-1
139594,Health,Payroll,Hartman-Coleman,1582.8,2025-11-18,Rejected,False,-1
139692,Health,Payroll,Jones Ltd,499591.36,2025-11-20,Approved,False,-1
139744,Health,Inspection,Foley-Garcia,498885.82,2025-04-07,Pending,False,-1
139776,Education,Payroll,"Garcia, Sherman and Parker",498473.07,2024-12-07,Rejected,False,-1
139817,Defense,Benefits,"Bowen, Salazar and Henry",498131.12,2024-09-05,Rejected,False,-1
139857,Defense,Benefits,"Garcia, Jordan and Kennedy",2938.49,2024-12-17,Rejected,False,-1
139863,Education,Procurement,"Stephens, Curtis and Warner",498692.66,2024-04-21,Approved,False,-1
139877,Education,Inspection,"Turner, Brown and Burns",498344.99,2024-10-23,Rejected,False,-1
139957,Transportation,Benefits,Yang-Lawrence,499548.68,2024-03-10,Approved,False,-1
140067,Defense,Inspection,"Thompson, Sharp and Ramos",2108.34,2026-01-08,Approved,False,-1
140179,Education,Benefits,Silva Ltd,1399.57,2024-03-01,Approved,False,-1
140241,Education,Benefits,Warner Inc,498665.46,2026-01-14,Approved,False,-1
140365,Defense,Payroll,Edwards-Black,1812.34,2025-10-28,Rejected,False,-1
140571,Education,Payroll,Mccarthy-Harper,499825.95,2026-01-07,Approved,False,-1
140633,Health,Payroll,Lane-Burns,497912.57,2025-04-27,Approved,False,-1
140751,Health,Benefits,Goodwin Ltd,2784.93,2025-02-20,Pending,False,-1
140846,Transportation,Inspection,"Hamilton, Robinson and Hill",605.96,2025-02-16,Rejected,False,-1
140996,Defense,Payroll,Wagner-Stevens,589.51,2026-01-24,Pending,False,-1
141169,Health,Inspection,Cruz Ltd,1682.62,2024-12-18,Approved,False,-1
141267,Education,Procurement,Best-Wiley,498630.69,2025-08-11,Pending,False,-1
141347,Transportation,Benefits,Rosario-Herring,499064.43,2024-04-30,Rejected,False,-1
141441,Transportation,Payroll,Walker and Sons,499318.91,2025-01-31,Pending,False,-1
141508,Education,Benefits,"Garrett, Hughes and Chavez",499210.95,2026-01-28,Rejected,False,-1
141518,Education,Payroll,Taylor-Bennett,499804.78,2024-11-20,Rejected,False,-1
141669,Transportation,Inspection,Watson and Sons,498650.6,2024-03-14,Approved,False,-1
141719,Education,Payroll,Cox Inc,498988.12,2024-08-10,Approved,False,-1
141744,Transportation,Benefits,Perry LLC,1831.77,2024-03-05,Approved,False,-1
141770,Education,Inspection,Schmidt Ltd,498180.4,2025-11-19,Approved,False,-1
141814,Education,Procurement,Villa Inc,245.65,2024-03-10,Pending,False,-1
142030,Transportation,Benefits,"Riley, Becker and Byrd",2974.82,2026-01-11,Rejected,False,-1
142120,Health,Inspection,Pena-Williams,203.98,2025-07-14,Pending,False,-1
142125,Education,Procurement,"Meyer, Coffey and Beard",1639.69,2024-12-03,Rejected,False,-1
142182,Defense,Procurement,"Ball, Mullins and Mitchell",2071.86,2024-11-29,Rejected,False,-1
142238,Health,Benefits,Roberts-Sullivan,2203.34,2025-04-08,Rejected,False,-1
142316,Education,Inspection,Byrd LLC,2031.94,2025-04-12,Rejected,False,-1
142375,Education,Payroll,"Evans, Fowler and Knight",2412.55,2024-11-24,Approved,False,-1
142427,Defense,Procurement,Hinton-Lopez,755.61,2025-10-04,Pending,False,-1
142465,Transportation,Procurement,Mueller Group,2772.71,2024-03-09,Approved,False,-1
142534,Education,Benefits,Armstrong Inc,499196.34,2025-04-27,Pending,False,-1
142601,Health,Benefits,Petty LLC,2706.38,2025-01-20,Approved,False,-1
142605,Health,Inspection,"Dalton, Pope and Cruz",499041.9,2026-02-02,Pending,False,-1
143165,Defense,Benefits,Woodward PLC,499379.89,2025-02-15,Pending,False,-1
143280,Health,Benefits,"Tucker, Wall and Bonilla",1304.78,2024-11-08,Pending,False,-1
143486,Health,Payroll,"Porter, Murphy and Allen",1205.08,2024-07-02,Approved,False,-1
143658,Defense,Payroll,Mcguire-Bond,498943.98,2024-06-20,Pending,False,-1
143702,Education,Payroll,"Dixon, Rhodes and Daugherty",499740.06,2024-11-09,Pending,False,-1
143788,Health,Payroll,"Jones, Gutierrez and Moran",499100.19,2025-03-06,Pending,False,-1
143840,Defense,Procurement,Rowe-Vargas,216.39,2025-04-18,Pending,False,-1
143919,Health,Procurement,Castillo PLC,2973.93,2024-05-23,Approved,False,-1
144035,Health,Payroll,"Medina, Miller and Weber",402.95,2025-08-12,Rejected,False,-1
144055,Education,Procurement,Merritt LLC,1678.83,2025-10-27,Pending,False,-1
144088,Transportation,Payroll,Hunt-Bowman,2667.15,2025-11-21,Rejected,False,-1
144094,Education,Procurement,Marquez-Carter,497952.3,2026-02-01,Approved,False,-1
144137,Transportation,Inspection,Goodman Ltd,742.83,2025-10-20,Rejected,False,-1
144650,Health,Benefits,Randall-Mcbride,1687.72,2025-06-27,Pending,False,-1
144731,Defense,Procurement,Mccann Group,1376.27,2024-12-20,Rejected,False,-1
145035,Education,Inspection,Allen-Watkins,2865.39,2025-03-01,Rejected,False,-1
145071,Education,Inspection,Benson Ltd,308.79,2025-06-27,Pending,False,-1
145132,Transportation,Procurement,Guerrero and Sons,1426.52,2024-02-28,Approved,False,-1
145315,Defense,Procurement,"Wilson, Thompson and Small",1510.17,2024-06-14,Rejected,False,-1
145509,Defense,Payroll,Estes Inc,2527.65,2025-08-20,Rejected,False,-1
145578,Transportation,Inspection,"Gould, Boyd and Hall",499144.0,2025-05-09,Rejected,False,-1
145641,Health,Inspection,Brooks PLC,2146.33,2024-02-10,Approved,False,-1
145700,Transportation,Benefits,"Dickerson, Morales and Rodriguez",1082.43,2024-12-11,Approved,False,-1
145797,Education,Benefits,Flores-Nichols,744.93,2024-11-03,Pending,False,-1
145847,Defense,Procurement,Gutierrez LLC,420.68,2024-10-15,Approved,False,-1
146060,Health,Inspection,"Johnson, Lee and Woods",1083.9,2025-12-30,Rejected,False,-1
146094,Transportation,Procurement,"Sutton, Jacobson and Harris",497936.43,2024-12-19,Rejected,False,-1
146763,Health,Payroll,Bryant Group,498784.81,2024-09-04,Approved,False,-1
146857,Defense,Benefits,Simmons-Ryan,2054.38,2026-01-25,Pending,False,-1
146920,Transportation,Inspection,King-Ross,2593.28,2025-12-02,Rejected,False,-1
146995,Defense,Benefits,"Smith, Pratt and Griffith",499902.3,2025-06-20,Approved,False,-1
147036,Defense,Payroll,Wade Inc,498219.65,2025-02-22,Pending,False,-1
147058,Transportation,Payroll,"Thompson, Greer and Wilson",499865.61,2025-05-04,Rejected,False,-1
147342,Transportation,Payroll,Greene Ltd,2846.77,2025-07-04,Approved,False,-1
147386,Education,Inspection,Rodriguez-Reeves,499971.31,2024-08-19,Approved,False,-1
147497,Transportation,Inspection,Wright Inc,930.54,2024-06-02,Rejected,False,-1
147570,Transportation,Procurement,"Thompson, Rosales and Davis",498394.21,2025-08-07,Rejected,False,-1
147585,Defense,Inspection,"Wilson, Blankenship and Oconnor",498278.17,2024-12-19,Rejected,False,-1
147607,Transportation,Benefits,Hoffman-Clark,1570.94,2024-11-04,Rejected,False,-1
147674,Health,Procurement,Ritter-Phillips,2661.43,2024-04-05,Approved,False,-1
147685,Health,Inspection,Thornton-Sanford,2828.4,2025-10-09,Approved,False,-1
147692,Transportation,Payroll,Mueller PLC,441.57,2024-03-12,Rejected,False,-1
147825,Transportation,Payroll,"Graham, Gross and Mccarthy",498397.56,2025-03-13,Pending,False,-1
148099,Education,Payroll,"Erickson, Jones and Smith",2371.21,2024-08-23,Approved,False,-1
148241,Transportation,Payroll,Navarro-Murphy,1051.72,2025-08-10,Rejected,False,-1
148303,Education,Inspection,Bell-Arnold,499630.66,2024-03-08,Approved,False,-1
148331,Health,Inspection,"Alvarez, Lee and Orozco",2665.19,2025-06-20,Approved,False,-1
148334,Education,Procurement,Beck-Howard,498228.62,2024-06-02,Rejected,False,-1
148610,Defense,Payroll,Hammond Inc,499229.44,2025-05-11,Rejected,False,-1
148693,Defense,Procurement,Johnson Inc,1382.38,2026-01-06,Pending,False,-1
148768,Health,Procurement,Heath LLC,499384.94,2024-07-26,Rejected,False,-1
148868,Education,Inspection,"Wilson, Oneal and Hughes",1780.95,2025-10-07,Pending,False,-1
148937,Education,Procurement,Sanders Group,1346.72,2025-12-30,Rejected,False,-1
148938,Health,Inspection,"Williams, Nunez and Ramos",498572.86,2025-07-23,Approved,False,-1
148950,Defense,Procurement,Burnett-Medina,2669.44,2024-05-03,Pending,False,-1
149009,Transportation,Inspection,Montoya-Jensen,498293.23,2026-02-06,Pending,False,-1
149114,Education,Inspection,Mitchell-Castillo,2864.22,2026-01-01,Approved,False,-1
149199,Education,Procurement,"Mclaughlin, Oconnor and White",2813.38,2025-03-19,Approved,False,-1
149217,Education,Inspection,Gonzales-Mclaughlin,992.62,2025-06-14,Rejected,False,-1
149233,Transportation,Benefits,Snow-White,498744.45,2024-05-15,Pending,False,-1
149384,Defense,Payroll,"Johnson, Daniel and Myers",499008.91,2025-11-05,Approved,False,-1
149409,Health,Inspection,"Petersen, Lopez and Park",2106.86,2024-02-09,Approved,False,-1
149529,Education,Procurement,Bradley PLC,498264.97,2024-08-06,Rejected,False,-1
149740,Defense,Inspection,"Smith, Johnson and Bell",499532.12,2025-11-18,Pending,False,-1
149868,Defense,Inspection,Archer-Tran,1786.25,2024-12-17,Pending,False,-1
149953,Health,Payroll,Webster LLC,2470.95,2025-12-02,Approved,False,-1
149998,Defense,Procurement,Lucas and Sons,2861.06,2025-06-03,Rejected,False,-1
150023,Health,Inspection,Hardy and Sons,1229.45,2025-03-18,Pending,False,-1
150122,Transportation,Procurement,Hinton-Flores,1260.91,2025-11-21,Pending,False,-1
150195,Defense,Procurement,"Nichols, Martin and Owens",499849.34,2024-03-30,Rejected,False,-1
150227,Health,Inspection,Alvarez PLC,498393.49,2025-11-12,Rejected,False,-1
150231,Education,Benefits,Simpson PLC,498472.75,2025-04-24,Rejected,False,-1
150314,Education,Payroll,"Ewing, Love and Howe",1507.7,2025-09-29,Approved,False,-1
150405,Transportation,Benefits,Morales Inc,499951.08,2025-06-24,Rejected,False,-1
150431,Health,Payroll,Wilson-Golden,2245.3,2024-07-22,Pending,False,-1
150513,Transportation,Inspection,"Terry, Decker and Sullivan",499511.51,2024-06-07,Rejected,False,-1
150712,Transportation,Inspection,"Dunn, Webster and Mayo",498474.02,2025-06-06,Pending,False,-1
150924,Transportation,Benefits,Owens Group,498561.19,2025-12-24,Pending,False,-1
150934,Defense,Payroll,Young LLC,2156.96,2025-07-06,Approved,False,-1
151317,Health,Inspection,"Chen, Hudson and Kelly",499590.46,2025-07-30,Pending,False,-1
151344,Defense,Payroll,"Horton, Martin and Baldwin",1976.11,2025-08-23,Rejected,False,-1
151487,Defense,Procurement,Johnson LLC,499222.54,2024-11-01,Approved,False,-1
151729,Defense,Payroll,Simmons and Sons,1481.45,2025-06-08,Rejected,False,-1
151822,Transportation,Benefits,"Roach, Medina and Morgan",848.44,2025-02-21,Pending,False,-1
151931,Health,Benefits,"Johnson, Johnson and Mcdowell",337.58,2024-12-30,Pending,False,-1
151989,Transportation,Payroll,Hall-Gilbert,658.03,2024-07-27,Approved,False,-1
152128,Health,Payroll,Alexander and Sons,498498.24,2024-04-24,Rejected,False,-1
152133,Defense,Procurement,Hoffman PLC,1317.48,2025-11-26,Pending,False,-1
152239,Health,Benefits,"Gregory, Shelton and Jones",498526.25,2025-11-25,Approved,False,-1
152285,Health,Inspection,"Alvarez, Lee and Conway",2801.86,2025-09-30,Rejected,False,-1
152333,Health,Benefits,Young LLC,499122.16,2024-05-05,Rejected,False,-1
152367,Education,Benefits,Wheeler LLC,2546.01,2025-05-15,Pending,False,-1
152447,Health,Inspection,"Farley, Johnson and Garcia",1993.14,2024-05-15,Approved,False,-1
152495,Health,Payroll,"Rodriguez, Gutierrez and Malone",707.01,2025-01-01,Pending,False,-1
152630,Education,Benefits,"Page, Castillo and Cole",798.67,2025-08-04,Rejected,False,-1
152855,Defense,Inspection,Johnson LLC,499215.32,2026-01-24,Rejected,False,-1
152859,Defense,Procurement,Joseph Group,2691.85,2024-09-04,Approved,False,-1
152872,Education,Benefits,Russo-Baker,726.42,2025-05-07,Rejected,False,-1
152977,Health,Payroll,Green Group,1428.57,2026-02-01,Pending,False,-1
153003,Health,Benefits,Oliver-Russell,499569.22,2024-04-30,Rejected,False,-1
153099,Defense,Inspection,Dillon-Hess,2009.53,2025-01-29,Approved,False,-1
153140,Health,Payroll,Stewart Inc,498371.33,2025-12-24,Approved,False,-1
153369,Health,Inspection,Sullivan-Walters,2280.17,2025-03-16,Approved,False,-1
153669,Transportation,Payroll,Davis-Henderson,1447.88,2025-10-30,Rejected,False,-1
153672,Education,Payroll,Hanna PLC,499908.06,2024-04-14,Approved,False,-1
153791,Defense,Procurement,Haney-Tyler,499366.16,2024-03-26,Approved,False,-1
153947,Education,Procurement,Gonzalez-Hull,3022.62,2025-11-03,Approved,False,-1
154088,Defense,Payroll,Webster-Rodriguez,2255.99,2024-10-26,Rejected,False,-1
154239,Education,Payroll,Sparks-Martin,498403.61,2025-05-29,Pending,False,-1
154372,Transportation,Inspection,Hatfield-Butler,498858.74,2024-03-27,Pending,False,-1
154443,Education,Benefits,Rivera-Greer,498105.69,2026-01-17,Approved,False,-1
154463,Defense,Benefits,Beltran-Sherman,498221.07,2026-02-03,Approved,False,-1
154487,Transportation,Inspection,Gonzalez and Sons,2582.87,2025-07-14,Pending,False,-1
154507,Transportation,Inspection,"Williams, Harris and Davis",2335.84,2025-05-25,Pending,False,-1
154552,Education,Benefits,Watson and Sons,499773.62,2024-02-21,Rejected,False,-1
154577,Health,Benefits,Peterson-Kirk,2713.29,2025-05-14,Approved,False,-1
154634,Transportation,Benefits,"Lopez, Kane and James",1679.73,2025-05-12,Approved,False,-1
154722,Defense,Payroll,"Mendoza, Brown and Vance",498836.93,2025-01-24,Rejected,False,-1
154919,Defense,Inspection,Walker-Jones,499342.56,2024-06-13,Rejected,False,-1
155137,Transportation,Inspection,"Stafford, Mitchell and Coleman",2454.14,2024-08-06,Rejected,False,-1
155157,Health,Payroll,Taylor-Matthews,1495.49,2025-07-09,Rejected,False,-1
155335,Defense,Payroll,"Sweeney, Suarez and Ellis",498244.93,2025-09-06,Approved,False,-1
155421,Transportation,Benefits,Miller PLC,498702.77,2025-02-21,Rejected,False,-1
155445,Defense,Inspection,"Osborn, Davis and Stone",497892.52,2024-09-06,Pending,False,-1
155557,Health,Payroll,Robles Ltd,498425.32,2024-06-25,Pending,False,-1
155617,Education,Procurement,Gonzalez-Bell,2416.72,2025-09-25,Pending,False,-1
155707,Education,Procurement,Francis and Sons,1727.77,2025-07-24,Pending,False,-1
155934,Health,Procurement,Mccall and Sons,498922.9,2025-04-28,Rejected,False,-1
156000,Defense,Benefits,"Davenport, Graham and Adams",499361.49,2025-07-12,Rejected,False,-1
156009,Health,Benefits,Brown-Boone,498040.03,2025-03-25,Pending,False,-1
156018,Transportation,Procurement,"Ray, Webb and Alvarez",499375.72,2025-07-17,Approved,False,-1
156110,Education,Procurement,Gray and Sons,499807.21,2025-08-02,Pending,False,-1
156340,Health,Benefits,Jones-Lucas,2385.09,2025-02-22,Pending,False,-1
156453,Health,Inspection,Carter and Sons,498701.57,2024-03-06,Rejected,False,-1
156551,Education,Payroll,Marshall and Sons,1765.34,2025-07-06,Pending,False,-1
156608,Transportation,Benefits,Peters Ltd,498541.52,2025-04-10,Pending,False,-1
156649,Education,Inspection,Powell PLC,2283.44,2024-03-06,Approved,False,-1
156756,Education,Benefits,Gilmore-Valentine,1510.31,2024-07-30,Approved,False,-1
156767,Education,Procurement,Howard-Taylor,1224.57,2024-09-30,Rejected,False,-1
156830,Education,Payroll,Allen LLC,499327.13,2025-01-04,Approved,False,-1
156835,Defense,Inspection,Quinn and Sons,1681.77,2025-03-11,Pending,False,-1
156882,Transportation,Inspection,Barr and Sons,1723.8,2024-04-28,Rejected,False,-1
157233,Defense,Procurement,Johnson LLC,449.26,2025-07-07,Approved,False,-1
157267,Transportation,Procurement,"Ramsey, Chandler and Simmons",2638.98,2025-08-29,Approved,False,-1
157272,Transportation,Payroll,Reese PLC,2492.47,2025-06-16,Approved,False,-1
157325,Education,Procurement,Banks-Young,249.46,2025-09-05,Approved,False,-1
157556,Health,Procurement,"Figueroa, Wagner and Barrera",2165.05,2024-07-03,Rejected,False,-1
157562,Health,Procurement,"Rodgers, Kelly and Young",498977.4,2024-05-20,Pending,False,-1
157637,Education,Payroll,Dixon-Johnson,2159.91,2025-01-26,Pending,False,-1
157651,Education,Benefits,Manning-Lee,2472.5,2025-04-19,Approved,False,-1
157665,Defense,Inspection,Fuller-Lyons,2707.62,2025-10-09,Pending,False,-1
157838,Health,Procurement,Evans Group,499830.76,2025-05-14,Pending,False,-1
157861,Defense,Procurement,"York, Jones and Brown",2839.26,2024-03-10,Rejected,False,-1
158019,Defense,Benefits,Vargas Inc,1753.98,2025-07-01,Pending,False,-1
